member_id,age,gender,city,signup_channel,plan_type,engagement_level,join_date,cancel_date
4170,24,female,São Paulo,instagram_ads,monthly,low,2022-11-13,2024-11-06
4171,60,female,São Paulo,organic,monthly,medium,2021-07-22,
4172,29,female,Curitiba,walk_in,monthly,medium,2021-05-27,
4173,42,female,Porto Alegre,instagram_ads,monthly,medium,2024-07-19,
4174,40,male,Curitiba,instagram_ads,monthly,medium,2020-08-13,2023-09-26
4175,36,female,Porto Alegre,google_ads,monthly,medium,2020-04-14,2020-11-14
4176,19,male,Recife,instagram_ads,monthly,low,2019-07-31,2024-11-07
4177,28,male,Curitiba,google_ads,quarterly,medium,2024-11-04,
4178,61,female,Porto Alegre,organic,monthly,high,2018-09-06,
4179,28,female,Porto Alegre,referral,monthly,medium,2021-11-22,2024-01-09
4180,33,male,Curitiba,instagram_ads,quarterly,medium,2019-01-18,2022-03-18
4181,50,female,São Paulo,referral,annual,high,2021-07-05,
4182,38,female,Rio de Janeiro,instagram_ads,annual,low,2022-04-12,
4183,28,female,Florianópolis,google_ads,annual,medium,2023-12-08,2024-04-27
4184,60,female,Rio de Janeiro,organic,quarterly,low,2019-05-23,2019-11-23
4185,23,female,Recife,referral,monthly,medium,2018-12-08,
4186,24,female,Rio de Janeiro,organic,annual,low,2020-10-13,2021-01-06
4187,20,male,Rio de Janeiro,walk_in,monthly,low,2018-05-19,
4188,21,male,Recife,referral,quarterly,medium,2022-12-14,2023-03-19
4189,29,female,Florianópolis,referral,monthly,medium,2023-06-13,
4190,23,female,Florianópolis,referral,monthly,high,2018-09-07,
4191,59,female,Curitiba,organic,monthly,medium,2022-02-04,
4192,43,female,Curitiba,google_ads,monthly,high,2019-01-20,
4193,42,female,São Paulo,google_ads,quarterly,low,2021-07-28,
4194,33,male,Florianópolis,instagram_ads,quarterly,medium,2023-10-23,2024-02-06
4195,19,female,Florianópolis,google_ads,monthly,medium,2022-08-19,
4196,41,male,São Paulo,organic,quarterly,low,2024-06-12,2024-11-25
4197,26,male,Recife,walk_in,monthly,low,2018-11-03,2019-02-10
4198,25,male,Curitiba,instagram_ads,monthly,low,2024-03-07,
4199,27,male,São Paulo,google_ads,monthly,high,2018-09-07,
4200,22,male,Porto Alegre,organic,monthly,medium,2024-07-08,
4201,25,female,São Paulo,organic,monthly,medium,2019-12-21,
4202,22,male,Porto Alegre,organic,monthly,medium,2021-07-24,
4203,26,female,Curitiba,google_ads,quarterly,high,2023-04-29,
4204,20,female,São Paulo,instagram_ads,monthly,low,2019-10-15,2019-12-17
4205,24,male,Curitiba,instagram_ads,monthly,medium,2018-02-27,
4206,29,male,Porto Alegre,walk_in,quarterly,medium,2022-02-02,2023-11-04
4207,24,female,Porto Alegre,organic,quarterly,medium,2019-08-25,
4208,41,male,Rio de Janeiro,organic,annual,medium,2024-11-26,
4209,24,female,São Paulo,google_ads,monthly,low,2023-02-20,2024-01-03
4210,19,male,Rio de Janeiro,google_ads,annual,high,2019-04-07,
4211,20,male,Curitiba,instagram_ads,annual,medium,2022-04-22,
4212,22,male,São Paulo,instagram_ads,monthly,low,2022-12-26,
4213,22,male,Curitiba,google_ads,monthly,high,2018-09-23,
4214,23,male,Porto Alegre,organic,annual,medium,2019-11-11,
4215,28,female,Rio de Janeiro,organic,quarterly,medium,2018-07-18,
4216,29,male,Rio de Janeiro,organic,annual,low,2019-04-20,2021-08-30
4217,39,male,Florianópolis,google_ads,monthly,high,2024-02-05,
4218,32,male,Florianópolis,organic,quarterly,high,2018-02-24,2024-09-06
4219,33,female,Curitiba,instagram_ads,monthly,medium,2023-05-29,
4220,61,female,Florianópolis,referral,monthly,low,2023-06-18,2024-04-15
4221,21,female,Florianópolis,organic,monthly,medium,2018-09-16,2023-01-02
4222,37,male,Curitiba,organic,monthly,medium,2020-12-24,2022-04-03
4223,37,female,São Paulo,instagram_ads,monthly,medium,2018-04-04,
4224,31,male,São Paulo,organic,annual,high,2019-12-18,
4225,33,female,Porto Alegre,instagram_ads,monthly,medium,2018-12-14,2024-08-29
4226,32,female,Porto Alegre,google_ads,monthly,medium,2021-10-03,
4227,30,female,Rio de Janeiro,organic,monthly,medium,2023-07-11,2023-11-23
4228,31,male,São Paulo,organic,monthly,medium,2020-04-30,
4229,24,male,Porto Alegre,google_ads,monthly,medium,2021-07-27,2024-10-03
4230,18,male,São Paulo,instagram_ads,monthly,low,2018-10-20,2021-07-16
4231,24,female,Curitiba,instagram_ads,annual,high,2019-12-08,
4232,20,male,Florianópolis,organic,quarterly,high,2020-02-12,2024-01-24
4233,20,male,São Paulo,organic,monthly,low,2021-06-22,2024-03-14
4234,35,male,Rio de Janeiro,walk_in,monthly,medium,2024-05-09,2024-07-24
4235,31,male,Florianópolis,walk_in,monthly,medium,2018-03-11,
4236,21,female,Porto Alegre,walk_in,monthly,low,2020-08-03,
4237,64,female,Porto Alegre,google_ads,monthly,low,2018-02-15,2021-09-27
4238,32,male,Florianópolis,organic,monthly,medium,2022-05-31,
4239,29,female,São Paulo,organic,quarterly,medium,2022-09-26,
4240,20,female,Porto Alegre,organic,monthly,low,2024-05-09,
4241,18,male,Curitiba,google_ads,monthly,medium,2019-02-09,
4242,22,female,Recife,google_ads,monthly,high,2020-01-20,2023-03-10
4243,38,female,Porto Alegre,referral,monthly,low,2021-11-04,
4244,32,female,Florianópolis,organic,monthly,high,2023-03-23,
4245,18,female,Curitiba,organic,monthly,low,2020-03-16,2020-08-29
4246,51,male,São Paulo,instagram_ads,monthly,medium,2019-03-12,
4247,30,male,Curitiba,organic,monthly,medium,2023-08-10,
4248,60,female,Rio de Janeiro,instagram_ads,monthly,high,2022-11-11,2024-10-03
4249,29,female,Porto Alegre,organic,quarterly,low,2022-07-06,
4250,32,female,Porto Alegre,instagram_ads,quarterly,medium,2024-01-02,
4251,37,female,São Paulo,walk_in,monthly,low,2019-01-17,2020-09-17
4252,18,female,Curitiba,walk_in,annual,high,2019-10-19,
4253,44,female,Porto Alegre,instagram_ads,annual,medium,2023-02-04,2023-05-19
4254,18,male,São Paulo,referral,annual,high,2019-03-24,
4255,19,female,São Paulo,organic,monthly,high,2021-09-19,
4256,25,male,Recife,organic,quarterly,low,2018-09-19,2019-04-10
4257,39,male,Florianópolis,organic,quarterly,high,2018-11-01,
4258,34,female,Porto Alegre,referral,quarterly,medium,2021-03-13,
4259,40,male,Porto Alegre,referral,monthly,medium,2024-10-06,2024-12-08
4260,36,female,São Paulo,walk_in,annual,medium,2023-06-24,
4261,20,female,Rio de Janeiro,instagram_ads,monthly,low,2022-05-29,2022-09-19
4262,27,male,Rio de Janeiro,google_ads,quarterly,high,2018-03-13,
4263,22,male,Porto Alegre,walk_in,monthly,low,2022-07-07,
4264,32,male,Porto Alegre,google_ads,monthly,medium,2024-11-21,
4265,19,male,Curitiba,organic,monthly,low,2024-04-28,
4266,28,male,Recife,google_ads,monthly,high,2022-01-11,
4267,31,female,Recife,organic,quarterly,medium,2020-10-03,
4268,27,male,Curitiba,google_ads,monthly,medium,2023-07-09,
4269,28,male,Curitiba,referral,annual,low,2022-06-25,
4270,22,female,Rio de Janeiro,google_ads,monthly,low,2021-10-05,2024-04-23
4271,30,male,Florianópolis,google_ads,monthly,high,2020-05-05,2022-08-16
4272,35,male,Rio de Janeiro,organic,monthly,low,2023-06-25,2024-04-24
4273,22,male,Porto Alegre,referral,quarterly,low,2019-08-25,2023-10-30
4274,45,female,Rio de Janeiro,google_ads,monthly,medium,2023-03-17,2024-04-17
4275,30,male,Porto Alegre,google_ads,monthly,medium,2022-02-17,
4276,45,female,Rio de Janeiro,google_ads,quarterly,low,2018-10-21,
4277,24,male,Rio de Janeiro,google_ads,monthly,medium,2019-07-18,2024-07-01
4278,25,male,Porto Alegre,organic,monthly,medium,2019-03-25,
4279,23,male,Curitiba,organic,monthly,low,2023-02-23,2024-11-24
4280,42,female,Porto Alegre,referral,monthly,low,2018-08-10,2021-07-15
4281,36,male,Curitiba,google_ads,monthly,medium,2024-02-06,2024-05-30
4282,23,male,São Paulo,google_ads,monthly,low,2021-08-22,
4283,26,female,São Paulo,instagram_ads,quarterly,low,2022-03-14,2024-08-15
4284,28,female,Curitiba,referral,monthly,medium,2022-11-09,
4285,29,female,Recife,google_ads,quarterly,high,2018-08-06,2023-03-10
4286,43,male,Recife,organic,quarterly,low,2022-01-13,2024-04-25
4287,23,female,São Paulo,organic,monthly,medium,2021-01-21,
4288,30,female,Florianópolis,instagram_ads,annual,medium,2020-07-03,
4289,26,female,Rio de Janeiro,walk_in,annual,medium,2020-12-19,
4290,39,male,Rio de Janeiro,instagram_ads,monthly,low,2021-05-03,
4291,39,female,Porto Alegre,organic,monthly,high,2022-01-19,2024-07-24
4292,39,female,Rio de Janeiro,referral,quarterly,high,2022-03-22,
4293,33,female,Florianópolis,organic,monthly,high,2019-08-21,
4294,46,male,Recife,organic,quarterly,medium,2018-02-15,
4295,51,female,Florianópolis,organic,monthly,low,2022-02-12,
4296,32,male,Rio de Janeiro,instagram_ads,monthly,low,2020-10-31,2022-08-09
4297,24,male,Recife,instagram_ads,annual,low,2022-06-13,2024-01-21
4298,58,male,São Paulo,organic,monthly,high,2020-10-01,2022-12-27
4299,18,female,São Paulo,instagram_ads,monthly,medium,2021-11-25,
4300,19,male,Rio de Janeiro,referral,monthly,low,2024-03-14,
4301,45,female,Florianópolis,organic,quarterly,medium,2021-04-21,
4302,31,female,Recife,organic,quarterly,medium,2021-12-15,
4303,45,female,Curitiba,instagram_ads,quarterly,low,2023-12-19,
4304,32,female,Florianópolis,instagram_ads,monthly,low,2024-03-29,2024-10-14
4305,18,male,Florianópolis,google_ads,monthly,low,2018-09-27,2021-09-25
4306,45,female,Porto Alegre,instagram_ads,monthly,medium,2024-08-23,
4307,39,female,Porto Alegre,referral,annual,high,2018-08-14,
4308,65,male,Rio de Janeiro,instagram_ads,annual,low,2018-12-15,2021-10-10
4309,30,female,Curitiba,organic,quarterly,low,2019-12-20,
4310,59,male,Rio de Janeiro,organic,monthly,low,2024-10-12,2024-12-26
4311,30,female,Rio de Janeiro,organic,monthly,medium,2021-09-13,2024-01-12
4312,48,female,São Paulo,google_ads,annual,medium,2019-09-07,
4313,20,male,Curitiba,organic,annual,medium,2021-04-04,
4314,29,male,Rio de Janeiro,organic,monthly,low,2020-07-15,2021-05-26
4315,27,female,São Paulo,walk_in,monthly,high,2020-07-18,2024-02-24
4316,30,male,Porto Alegre,organic,monthly,medium,2018-09-01,
4317,48,male,Curitiba,referral,monthly,high,2021-04-29,
4318,44,female,Rio de Janeiro,organic,monthly,medium,2023-09-25,
4319,41,male,Curitiba,google_ads,monthly,high,2023-05-14,
4320,23,female,Recife,instagram_ads,monthly,low,2020-12-18,2023-05-20
4321,29,female,Recife,instagram_ads,monthly,low,2021-03-20,2024-09-16
4322,29,female,Recife,walk_in,quarterly,high,2024-10-18,
4323,18,male,Porto Alegre,walk_in,quarterly,high,2023-03-05,2023-06-16
4324,32,female,Recife,organic,monthly,low,2021-10-09,2023-04-29
4325,47,female,Curitiba,organic,monthly,low,2020-06-15,2023-06-12
4326,19,male,São Paulo,walk_in,monthly,medium,2023-08-17,2024-07-21
4327,43,female,São Paulo,organic,quarterly,high,2018-09-15,
4328,21,male,Curitiba,referral,annual,medium,2019-09-19,
4329,25,male,Rio de Janeiro,google_ads,monthly,low,2024-06-11,2024-12-03
4330,22,female,Florianópolis,walk_in,monthly,medium,2023-10-28,2024-06-30
4331,30,male,Curitiba,referral,monthly,low,2018-02-05,2024-11-27
4332,38,male,Rio de Janeiro,instagram_ads,monthly,high,2020-11-28,
4333,24,female,São Paulo,organic,quarterly,medium,2020-05-18,
4334,21,male,Porto Alegre,referral,monthly,medium,2019-07-29,
4335,43,female,Curitiba,referral,annual,medium,2023-04-13,2024-11-10
4336,37,male,Florianópolis,google_ads,annual,high,2020-03-01,
4337,27,male,Porto Alegre,organic,monthly,high,2018-02-23,2020-05-25
4338,22,female,Curitiba,organic,monthly,medium,2019-12-19,
4339,37,male,São Paulo,referral,monthly,low,2022-07-03,2024-08-01
4340,26,male,São Paulo,referral,monthly,low,2022-04-06,
4341,44,male,São Paulo,walk_in,quarterly,low,2021-01-08,
4342,19,male,Florianópolis,organic,monthly,high,2023-02-14,
4343,31,female,Rio de Janeiro,organic,monthly,medium,2021-03-21,2023-01-05
4344,33,male,Recife,google_ads,quarterly,medium,2019-11-06,2021-07-31
4345,63,female,São Paulo,google_ads,monthly,low,2022-05-02,2024-07-09
4346,31,female,Florianópolis,organic,quarterly,medium,2021-06-14,
4347,33,female,Rio de Janeiro,instagram_ads,monthly,high,2020-09-06,
4348,55,male,Porto Alegre,walk_in,monthly,low,2020-07-09,2023-12-27
4349,32,male,São Paulo,organic,annual,medium,2020-05-28,
4350,36,male,Curitiba,instagram_ads,monthly,high,2020-09-20,
4351,50,male,São Paulo,referral,monthly,low,2022-08-07,
4352,36,female,Florianópolis,organic,monthly,low,2023-03-02,
4353,18,female,Curitiba,instagram_ads,monthly,high,2024-09-02,
4354,44,female,Florianópolis,google_ads,monthly,medium,2022-07-30,2023-12-30
4355,54,male,Porto Alegre,organic,annual,low,2022-03-15,
4356,46,female,Porto Alegre,walk_in,monthly,medium,2022-01-16,
4357,33,male,São Paulo,walk_in,monthly,low,2019-08-01,2023-04-04
4358,19,male,Recife,walk_in,monthly,high,2021-03-07,
4359,40,female,Rio de Janeiro,referral,annual,low,2020-12-08,2023-03-03
4360,30,male,Florianópolis,google_ads,monthly,high,2020-09-03,2021-05-28
4361,18,male,São Paulo,organic,monthly,medium,2022-10-17,2023-07-10
4362,39,female,Porto Alegre,referral,monthly,low,2024-02-28,2024-10-21
4363,29,female,Porto Alegre,google_ads,monthly,low,2018-05-18,
4364,25,male,Florianópolis,instagram_ads,monthly,medium,2019-10-20,2020-06-10
4365,27,female,Curitiba,instagram_ads,monthly,high,2020-06-03,
4366,21,male,Curitiba,organic,monthly,medium,2020-03-31,
4367,47,female,Florianópolis,organic,quarterly,low,2022-04-07,
4368,32,male,Florianópolis,referral,monthly,low,2020-01-13,2022-12-08
4369,25,male,Curitiba,organic,quarterly,medium,2021-11-16,
4370,27,female,Recife,referral,quarterly,low,2024-04-17,2024-08-06
4371,32,male,Florianópolis,organic,monthly,medium,2023-12-24,2024-04-08
4372,18,male,Recife,referral,monthly,medium,2020-11-06,2024-07-03
4373,26,male,Curitiba,organic,annual,medium,2024-08-01,
4374,21,male,São Paulo,instagram_ads,annual,medium,2023-11-13,
4375,27,female,Rio de Janeiro,organic,monthly,low,2022-06-27,2023-08-26
4376,43,female,Rio de Janeiro,organic,annual,low,2018-11-06,
4377,19,female,Recife,organic,annual,medium,2019-06-15,
4378,21,male,Curitiba,instagram_ads,monthly,high,2019-06-17,2023-05-21
4379,47,male,São Paulo,organic,monthly,medium,2023-09-03,
4380,26,male,Florianópolis,walk_in,monthly,medium,2018-09-01,2021-08-12
4381,29,female,São Paulo,organic,quarterly,medium,2023-09-09,
4382,23,male,São Paulo,referral,monthly,low,2018-05-03,
4383,42,male,Florianópolis,organic,monthly,low,2018-07-01,
4384,18,male,Curitiba,organic,monthly,low,2020-04-05,2022-11-24
4385,40,female,Rio de Janeiro,organic,monthly,low,2022-11-18,
4386,43,male,São Paulo,instagram_ads,annual,high,2020-10-03,
4387,35,female,Porto Alegre,organic,monthly,medium,2020-08-14,2024-10-25
4388,29,male,Curitiba,referral,monthly,medium,2020-02-20,2020-04-29
4389,26,female,Curitiba,google_ads,monthly,high,2023-08-10,
4390,28,male,Rio de Janeiro,google_ads,monthly,low,2024-04-17,
4391,27,male,São Paulo,google_ads,monthly,high,2018-07-24,
4392,43,male,Florianópolis,instagram_ads,quarterly,medium,2018-10-05,
4393,19,female,São Paulo,google_ads,monthly,medium,2022-05-08,2024-10-10
4394,29,male,Florianópolis,organic,quarterly,low,2023-07-03,
4395,18,female,São Paulo,organic,quarterly,medium,2019-07-04,
4396,24,female,Florianópolis,instagram_ads,monthly,high,2021-07-04,
4397,36,female,Florianópolis,instagram_ads,monthly,medium,2022-03-02,
4398,42,male,Rio de Janeiro,instagram_ads,quarterly,high,2021-12-19,
4399,35,male,Recife,organic,monthly,high,2021-07-21,
4400,19,male,São Paulo,google_ads,monthly,high,2023-12-07,
4401,25,male,Recife,instagram_ads,monthly,low,2024-07-13,
4402,22,male,São Paulo,organic,monthly,medium,2020-09-11,
4403,60,female,Curitiba,organic,quarterly,low,2024-09-25,2024-12-07
4404,38,female,Porto Alegre,walk_in,monthly,medium,2018-08-02,2020-01-29
4405,58,female,Florianópolis,organic,annual,medium,2022-08-02,
4406,41,female,Curitiba,google_ads,monthly,medium,2018-10-14,2022-12-26
4407,48,female,Florianópolis,google_ads,monthly,medium,2018-04-07,
4408,44,male,Florianópolis,walk_in,monthly,low,2020-06-07,
4409,32,female,São Paulo,walk_in,quarterly,low,2024-06-16,
4410,38,male,Recife,google_ads,quarterly,medium,2024-03-28,
4411,29,female,Porto Alegre,referral,monthly,medium,2023-09-23,
4412,25,female,São Paulo,referral,quarterly,low,2022-11-11,
4413,27,female,São Paulo,google_ads,monthly,low,2024-07-10,
4414,26,female,São Paulo,instagram_ads,annual,low,2023-01-10,
4415,54,male,Recife,organic,monthly,medium,2020-05-11,
4416,27,female,Curitiba,walk_in,quarterly,medium,2023-01-24,
4417,32,male,Porto Alegre,instagram_ads,monthly,high,2020-04-21,
4418,38,male,Rio de Janeiro,organic,monthly,medium,2020-07-05,2021-09-02
4419,43,female,Porto Alegre,referral,annual,low,2018-02-19,
4420,55,male,Curitiba,organic,quarterly,low,2019-08-23,2020-09-17
4421,27,female,São Paulo,walk_in,annual,low,2023-09-18,2024-02-09
4422,31,female,Porto Alegre,organic,monthly,high,2018-12-23,
4423,56,male,Rio de Janeiro,organic,monthly,low,2020-09-12,2020-12-06
4424,25,female,Recife,walk_in,monthly,low,2021-12-19,2023-06-16
4425,63,female,Recife,organic,quarterly,high,2024-10-01,
4426,42,male,Florianópolis,walk_in,monthly,low,2019-06-09,2024-02-26
4427,33,male,Florianópolis,referral,monthly,high,2022-07-11,
4428,33,male,Rio de Janeiro,organic,monthly,high,2022-02-15,
4429,48,female,Rio de Janeiro,organic,annual,medium,2021-08-25,2024-06-22
4430,56,female,Curitiba,instagram_ads,quarterly,medium,2024-11-20,
4431,32,female,Florianópolis,referral,monthly,medium,2020-04-28,2023-08-05
4432,61,male,Rio de Janeiro,instagram_ads,quarterly,low,2018-06-15,
4433,51,male,Curitiba,organic,monthly,low,2018-04-13,2021-05-24
4434,44,female,Rio de Janeiro,referral,quarterly,high,2021-02-20,
4435,22,female,São Paulo,organic,quarterly,medium,2018-11-23,2019-12-24
4436,25,male,Porto Alegre,referral,monthly,medium,2020-01-23,2021-08-10
4437,23,male,Recife,instagram_ads,monthly,medium,2023-06-01,
4438,44,female,Rio de Janeiro,organic,annual,low,2019-07-08,2023-05-02
4439,44,female,Rio de Janeiro,walk_in,quarterly,medium,2018-02-19,
4440,39,female,São Paulo,organic,monthly,medium,2020-04-09,2024-03-30
4441,59,male,Recife,google_ads,monthly,medium,2024-08-03,2024-10-09
4442,19,female,São Paulo,instagram_ads,monthly,medium,2021-10-01,
4443,21,male,Porto Alegre,instagram_ads,quarterly,medium,2023-08-26,
4444,32,female,São Paulo,organic,monthly,low,2019-08-30,2022-11-22
4445,23,female,Recife,instagram_ads,annual,low,2023-01-19,
4446,21,female,Florianópolis,organic,monthly,high,2020-01-13,
4447,29,female,Florianópolis,organic,quarterly,medium,2023-11-13,
4448,30,female,São Paulo,organic,monthly,low,2019-04-17,
4449,19,female,Rio de Janeiro,instagram_ads,monthly,low,2023-11-05,2024-11-07
4450,39,female,Curitiba,referral,quarterly,medium,2024-09-16,
4451,18,male,Rio de Janeiro,instagram_ads,monthly,high,2021-11-26,2023-02-24
4452,20,female,Rio de Janeiro,instagram_ads,monthly,low,2023-01-24,2024-02-18
4453,37,female,Rio de Janeiro,organic,quarterly,medium,2020-09-13,2021-01-16
4454,21,male,Curitiba,google_ads,annual,medium,2019-01-05,
4455,25,female,São Paulo,organic,monthly,low,2019-11-30,2023-09-01
4456,22,female,Porto Alegre,google_ads,monthly,medium,2022-10-14,
4457,33,male,Curitiba,instagram_ads,monthly,low,2018-04-12,2022-06-29
4458,35,female,Recife,google_ads,quarterly,high,2020-08-27,
4459,41,male,Curitiba,organic,monthly,low,2023-03-29,
4460,32,male,Florianópolis,google_ads,monthly,high,2018-04-20,
4461,40,male,Rio de Janeiro,walk_in,monthly,low,2019-02-03,2023-08-04
4462,23,female,Florianópolis,walk_in,annual,high,2020-09-03,
4463,42,female,Porto Alegre,organic,monthly,low,2023-11-28,
4464,48,male,São Paulo,google_ads,monthly,low,2023-07-13,2024-06-06
4465,33,male,São Paulo,organic,quarterly,low,2022-10-03,2023-06-22
4466,18,female,São Paulo,instagram_ads,quarterly,medium,2020-04-25,
4467,26,male,Curitiba,referral,monthly,high,2020-03-05,
4468,39,female,Rio de Janeiro,referral,monthly,medium,2021-11-26,2022-02-28
4469,65,male,Rio de Janeiro,google_ads,annual,high,2019-04-08,
4470,46,male,Rio de Janeiro,referral,annual,medium,2024-03-23,
4471,35,female,Recife,walk_in,quarterly,medium,2019-10-15,2023-01-09
4472,37,male,Rio de Janeiro,organic,monthly,medium,2023-12-18,
4473,51,female,Curitiba,instagram_ads,monthly,low,2023-12-13,2024-10-15
4474,18,female,São Paulo,organic,monthly,medium,2024-10-30,
4475,35,female,Rio de Janeiro,instagram_ads,monthly,low,2023-08-25,2024-04-12
4476,39,female,São Paulo,google_ads,monthly,medium,2021-04-28,
4477,24,female,Rio de Janeiro,organic,quarterly,medium,2019-08-24,2023-12-18
4478,38,male,Rio de Janeiro,referral,quarterly,low,2023-10-27,
4479,33,male,Recife,walk_in,monthly,medium,2023-10-05,
4480,20,male,São Paulo,instagram_ads,monthly,high,2020-02-25,2020-05-20
4481,25,female,Florianópolis,walk_in,quarterly,medium,2020-01-06,
4482,34,male,Curitiba,google_ads,monthly,low,2023-07-13,2024-11-07
4483,20,male,Curitiba,organic,monthly,medium,2018-11-15,2019-06-17
4484,21,male,Porto Alegre,walk_in,monthly,low,2019-07-27,
4485,25,female,Rio de Janeiro,organic,monthly,medium,2019-12-21,
4486,28,female,Florianópolis,organic,monthly,low,2020-07-17,
4487,22,male,Porto Alegre,referral,quarterly,medium,2018-01-18,
4488,22,female,São Paulo,google_ads,quarterly,low,2020-01-29,
4489,22,male,Recife,referral,annual,low,2018-11-18,
4490,27,male,São Paulo,instagram_ads,monthly,low,2023-02-06,2024-07-29
4491,45,female,Recife,referral,monthly,low,2023-01-01,2024-12-09
4492,18,male,Curitiba,google_ads,monthly,high,2018-10-27,
4493,45,male,Rio de Janeiro,google_ads,monthly,medium,2023-03-08,
4494,25,female,Rio de Janeiro,instagram_ads,annual,low,2019-03-26,2020-02-08
4495,18,male,Porto Alegre,organic,monthly,medium,2024-03-30,
4496,48,male,São Paulo,walk_in,quarterly,medium,2020-11-21,
4497,27,male,Curitiba,google_ads,monthly,medium,2022-09-21,
4498,47,male,Porto Alegre,google_ads,annual,low,2019-10-19,
4499,32,female,Porto Alegre,organic,quarterly,medium,2019-10-16,2021-03-25
4500,39,male,Recife,walk_in,quarterly,high,2024-06-23,
4501,44,female,Porto Alegre,walk_in,monthly,high,2018-05-13,
4502,51,male,Curitiba,walk_in,monthly,high,2021-10-25,
4503,30,female,Curitiba,referral,monthly,medium,2024-08-06,2024-10-13
4504,55,male,Florianópolis,organic,quarterly,low,2023-06-08,2024-03-18
4505,22,male,Porto Alegre,organic,monthly,low,2019-04-11,2022-08-04
4506,23,male,Curitiba,google_ads,monthly,medium,2023-01-05,
4507,24,male,São Paulo,organic,monthly,low,2020-01-30,
4508,26,male,São Paulo,google_ads,monthly,medium,2022-05-14,
4509,28,male,Florianópolis,organic,monthly,high,2019-12-05,
4510,24,female,Porto Alegre,organic,quarterly,medium,2022-05-27,2024-10-19
4511,21,male,Curitiba,organic,quarterly,low,2021-10-31,2022-10-08
4512,25,male,São Paulo,instagram_ads,quarterly,low,2023-11-18,2024-08-03
4513,25,male,Recife,organic,quarterly,high,2022-06-27,
4514,34,male,Recife,walk_in,quarterly,high,2024-01-06,
4515,21,male,Rio de Janeiro,google_ads,monthly,high,2018-09-05,
4516,25,female,São Paulo,organic,monthly,high,2018-08-01,
4517,19,male,Florianópolis,organic,annual,medium,2018-06-10,
4518,43,male,Curitiba,organic,monthly,medium,2024-07-20,2024-11-05
4519,62,male,Florianópolis,organic,quarterly,medium,2024-09-26,2024-12-13
4520,31,female,Curitiba,organic,monthly,medium,2018-01-09,2021-01-14
4521,21,female,São Paulo,organic,annual,low,2019-12-04,
4522,34,male,São Paulo,organic,monthly,medium,2022-12-25,2023-05-04
4523,28,female,Curitiba,instagram_ads,quarterly,medium,2024-08-16,
4524,50,male,Recife,google_ads,monthly,low,2018-08-19,2022-12-17
4525,22,female,Recife,referral,quarterly,medium,2022-07-24,2023-11-01
4526,32,male,Porto Alegre,instagram_ads,annual,high,2023-02-13,
4527,19,female,Florianópolis,instagram_ads,monthly,high,2021-01-14,
4528,34,female,Porto Alegre,walk_in,annual,medium,2024-11-05,
4529,40,male,Curitiba,referral,monthly,high,2021-09-30,
4530,30,female,Rio de Janeiro,google_ads,monthly,low,2023-09-19,2024-11-08
4531,33,female,São Paulo,organic,monthly,low,2024-12-16,
4532,34,male,Curitiba,organic,monthly,low,2023-09-10,2024-06-10
4533,51,male,Rio de Janeiro,organic,annual,medium,2024-08-09,
4534,26,male,Recife,google_ads,monthly,medium,2019-07-30,
4535,30,female,São Paulo,walk_in,monthly,medium,2024-06-09,
4536,47,female,Porto Alegre,instagram_ads,annual,medium,2019-08-21,2021-08-12
4537,18,male,São Paulo,referral,monthly,low,2023-07-16,2024-04-07
4538,26,female,Porto Alegre,referral,quarterly,medium,2022-01-24,
4539,45,male,São Paulo,instagram_ads,quarterly,low,2020-03-20,
4540,33,female,Porto Alegre,referral,quarterly,medium,2023-10-18,2024-09-01
4541,21,male,Curitiba,organic,monthly,low,2024-10-02,2024-12-10
4542,45,female,Curitiba,instagram_ads,quarterly,medium,2023-10-20,
4543,44,female,São Paulo,referral,monthly,medium,2024-03-10,2024-10-22
4544,25,female,São Paulo,organic,quarterly,low,2020-06-12,
4545,42,male,Curitiba,referral,monthly,low,2019-06-06,2022-10-01
4546,24,male,Porto Alegre,organic,quarterly,medium,2019-12-05,
4547,32,female,Florianópolis,referral,annual,medium,2023-11-11,2024-08-02
4548,65,male,Rio de Janeiro,walk_in,monthly,medium,2020-03-17,
4549,41,male,Curitiba,google_ads,quarterly,medium,2021-02-11,2023-01-03
4550,23,male,Porto Alegre,walk_in,monthly,medium,2018-10-04,2023-04-10
4551,30,male,Curitiba,organic,monthly,medium,2019-08-07,
4552,55,female,Porto Alegre,organic,monthly,medium,2021-02-09,2024-06-20
4553,26,male,Curitiba,instagram_ads,monthly,medium,2018-06-07,2019-03-10
4554,33,male,Curitiba,referral,quarterly,high,2021-04-11,
4555,30,female,Porto Alegre,referral,monthly,medium,2021-02-19,
4556,34,male,São Paulo,instagram_ads,quarterly,medium,2024-01-18,
4557,55,male,Recife,instagram_ads,annual,high,2019-07-06,
4558,26,female,São Paulo,organic,monthly,medium,2020-02-13,2022-06-20
4559,33,female,Recife,organic,monthly,medium,2018-07-28,
4560,21,male,Porto Alegre,organic,annual,low,2020-04-10,2022-01-20
4561,50,female,Porto Alegre,google_ads,annual,high,2021-04-29,
4562,51,female,Porto Alegre,organic,monthly,medium,2020-03-29,
4563,41,female,São Paulo,organic,monthly,high,2021-02-12,
4564,24,female,Florianópolis,walk_in,monthly,medium,2018-08-26,
