pet_id,customer_id,pet_type,pet_breed,pet_age,pet_age_group,primary_clinic
P019566,CU13810,Gato,Sphynx,9,Senior,C046
P019567,CU11336,Gato,Devon Rex,2,Joven,C029
P019568,CU09357,Gato,Siamés,1,Joven,C033
P019569,CU14414,Perro,Chihuahua,2,Joven,C005
P019570,CU13576,Exótico,Tortuga,2,Joven,C031
P019571,CU15097,Perro,Husky Siberiano,5,Adulto,C024
P019572,CU17213,Perro,Doberman,9,Senior,C045
P019573,CU10904,Exótico,Gecko,5,Adulto,C028
P019574,CU09256,Perro,Basset Hound,3,Adulto,C030
P019575,CU05464,Exótico,Chinchilla,8,Adulto,C004
P019576,CU08218,Perro,Labrador Retriever,6,Adulto,C020
P019577,CU06315,Perro,Boston Terrier,8,Adulto,C006
P019578,CU02374,Gato,Azul Ruso,3,Adulto,C036
P019579,CU05611,Perro,Pomerania,2,Joven,C023
P019580,CU05616,Perro,Akita,4,Adulto,C013
P019581,CU02216,Perro,Gran Danés,0,Joven,C046
P019582,CU01975,Gato,Ragdoll,7,Adulto,C014
P019583,CU01540,Perro,San Bernardo,0,Joven,C004
P019584,CU07238,Perro,Akita,0,Joven,C002
P019585,CU10810,Gato,Ragdoll,3,Adulto,C017
P019586,CU15231,Exótico,Hurón,1,Joven,C048
P019587,CU07240,Perro,Golden Retriever,6,Adulto,C034
P019588,CU02335,Perro,Boston Terrier,7,Adulto,C025
P019589,CU06940,Gato,Oriental de Pelo Corto,2,Joven,C003
P019590,CU09264,Gato,Bosque de Noruega,2,Joven,C014
P019591,CU08362,Gato,Gato Doméstico de Pelo Corto,9,Senior,C028
P019592,CU03837,Gato,Sphynx,8,Adulto,C011
P019593,CU16731,Exótico,Iguana,3,Adulto,C039
P019594,CU04254,Perro,Maltés,5,Adulto,C020
P019595,CU16992,Perro,Boston Terrier,4,Adulto,C013
P019596,CU09166,Perro,Bulldog,9,Senior,C013
P019597,CU08313,Perro,Maltés,7,Adulto,C006
P019598,CU13456,Gato,Birmano,1,Joven,C042
P019599,CU05020,Perro,Boyero de Berna,4,Adulto,C020
P019600,CU05120,Exótico,Iguana,2,Joven,C036
P019601,CU00116,Gato,Gato Doméstico de Pelo Corto,1,Joven,C025
P019602,CU03954,Gato,Azul Ruso,8,Adulto,C050
P019603,CU13967,Perro,Cocker Spaniel,2,Joven,C001
P019604,CU01736,Perro,Dachshund,6,Adulto,C014
P019605,CU12368,Perro,Husky Siberiano,8,Adulto,C002
P019606,CU06629,Gato,Siamés,2,Joven,C024
P019607,CU00578,Perro,San Bernardo,7,Adulto,C015
P019608,CU04985,Perro,Husky Siberiano,6,Adulto,C025
P019609,CU03521,Gato,Bengalí,9,Senior,C041
P019610,CU06722,Perro,Basset Hound,10,Senior,C025
P019611,CU09737,Gato,Devon Rex,5,Adulto,C042
P019612,CU09122,Perro,Labrador Retriever,3,Adulto,C044
P019613,CU13974,Gato,Oriental de Pelo Corto,8,Adulto,C042
P019614,CU08225,Perro,Beagle,5,Adulto,C046
P019615,CU11185,Perro,Bóxer,5,Adulto,C037
P019616,CU14594,Perro,Labrador Retriever,4,Adulto,C004
P019617,CU11164,Gato,Scottish Fold,4,Adulto,C018
P019618,CU05320,Perro,Labrador Retriever,6,Adulto,C035
P019619,CU17143,Perro,Boston Terrier,3,Adulto,C029
P019620,CU05250,Perro,Bulldog Francés,7,Adulto,C020
P019621,CU14518,Perro,Basset Hound,6,Adulto,C033
P019622,CU03687,Perro,Pomerania,5,Adulto,C031
P019623,CU06324,Gato,Siamés,2,Joven,C028
P019624,CU03495,Gato,Bosque de Noruega,4,Adulto,C011
P019625,CU07754,Perro,Golden Retriever,12,Senior,C009
P019626,CU07191,Perro,Labrador Retriever,3,Adulto,C020
P019627,CU12086,Perro,Golden Retriever,4,Adulto,C008
P019628,CU13331,Perro,Pastor Alemán,10,Senior,C044
P019629,CU07431,Perro,Doberman,2,Joven,C008
P019630,CU12901,Gato,Ragdoll,2,Joven,C001
P019631,CU11164,Gato,Sphynx,13,Senior,C046
P019632,CU07239,Perro,Bulldog,7,Adulto,C036
P019633,CU13793,Gato,Siamés,3,Adulto,C001
P019634,CU13199,Perro,Boyero de Berna,2,Joven,C004
P019635,CU06363,Gato,Maine Coon,3,Adulto,C021
P019636,CU10044,Exótico,Chinchilla,7,Adulto,C028
P019637,CU04789,Perro,Akita,0,Joven,C033
P019638,CU15298,Perro,Boyero de Berna,10,Senior,C035
P019639,CU02138,Perro,Pomerania,4,Adulto,C021
P019640,CU02159,Gato,Persa,7,Adulto,C026
P019641,CU08364,Perro,Golden Retriever,5,Adulto,C002
P019642,CU10031,Perro,Dachshund,0,Joven,C041
P019643,CU03414,Gato,Abisinio,5,Adulto,C015
P019644,CU17706,Perro,Border Collie,1,Joven,C006
P019645,CU00799,Perro,Bóxer,8,Adulto,C019
P019646,CU13536,Gato,Ragdoll,3,Adulto,C004
P019647,CU01734,Perro,San Bernardo,6,Adulto,C040
P019648,CU05679,Perro,Shih Tzu,2,Joven,C032
P019649,CU11131,Perro,Pastor Australiano,8,Adulto,C017
P019650,CU10101,Gato,Maine Coon,2,Joven,C001
P019651,CU13729,Exótico,Tortuga,2,Joven,C038
P019652,CU00411,Gato,Abisinio,0,Joven,C017
P019653,CU04574,Gato,Abisinio,3,Adulto,C041
P019654,CU04484,Perro,Golden Retriever,13,Senior,C027
P019655,CU08238,Perro,San Bernardo,4,Adulto,C048
P019656,CU08154,Gato,Oriental de Pelo Corto,6,Adulto,C003
P019657,CU10712,Gato,Bosque de Noruega,0,Joven,C021
P019658,CU05427,Exótico,Conejo,0,Joven,C007
P019659,CU14859,Perro,Basset Hound,8,Adulto,C010
P019660,CU02582,Perro,Beagle,10,Senior,C013
P019661,CU06023,Perro,Dachshund,8,Adulto,C029
P019662,CU08992,Exótico,Conejo,0,Joven,C034
P019663,CU07635,Exótico,Gecko,6,Adulto,C023
P019664,CU11618,Perro,Border Collie,5,Adulto,C032
P019665,CU05382,Gato,Azul Ruso,8,Adulto,C025
P019666,CU16952,Gato,Devon Rex,4,Adulto,C046
P019667,CU10762,Perro,Boston Terrier,5,Adulto,C025
P019668,CU08618,Perro,Pomerania,2,Joven,C044
P019669,CU14646,Perro,Bulldog Francés,8,Adulto,C012
P019670,CU10966,Perro,Caniche,6,Adulto,C024
P019671,CU02652,Perro,Pastor Australiano,4,Adulto,C043
P019672,CU05326,Perro,Boston Terrier,6,Adulto,C011
P019673,CU13997,Exótico,Hurón,10,Senior,C038
P019674,CU17139,Perro,Labrador Retriever,3,Adulto,C019
P019675,CU15271,Perro,Gran Danés,3,Adulto,C040
P019676,CU00307,Perro,Labrador Retriever,0,Joven,C015
P019677,CU12720,Perro,Boyero de Berna,7,Adulto,C026
P019678,CU12456,Perro,Husky Siberiano,7,Adulto,C006
P019679,CU07618,Perro,Maltés,7,Adulto,C001
P019680,CU07065,Perro,Dachshund,0,Joven,C007
P019681,CU02867,Perro,Husky Siberiano,9,Senior,C040
P019682,CU00096,Perro,Maltés,5,Adulto,C039
P019683,CU01257,Gato,Ragdoll,3,Adulto,C029
P019684,CU16177,Exótico,Iguana,6,Adulto,C006
P019685,CU00270,Perro,Akita,2,Joven,C042
P019686,CU11779,Perro,Pastor Australiano,0,Joven,C027
P019687,CU15923,Perro,Rottweiler,5,Adulto,C048
P019688,CU08587,Perro,Bóxer,4,Adulto,C033
P019689,CU08554,Perro,San Bernardo,0,Joven,C021
P019690,CU06924,Perro,Cocker Spaniel,5,Adulto,C022
P019691,CU06603,Perro,Husky Siberiano,2,Joven,C018
P019692,CU07727,Gato,Persa,8,Adulto,C039
P019693,CU03688,Gato,Bengalí,5,Adulto,C033
P019694,CU08901,Gato,Ragdoll,8,Adulto,C034
P019695,CU16848,Gato,Azul Ruso,10,Senior,C005
P019696,CU01408,Gato,Devon Rex,0,Joven,C014
P019697,CU07515,Perro,Caniche,2,Joven,C041
P019698,CU01905,Gato,Persa,2,Joven,C005
P019699,CU13089,Gato,Abisinio,1,Joven,C044
P019700,CU12527,Perro,Dachshund,3,Adulto,C027
P019701,CU03886,Exótico,Tortuga,10,Senior,C025
P019702,CU05239,Perro,Doberman,6,Adulto,C002
P019703,CU17213,Gato,Persa,2,Joven,C027
P019704,CU02430,Perro,Akita,3,Adulto,C039
P019705,CU17578,Perro,Bulldog Francés,4,Adulto,C023
P019706,CU14690,Perro,Bóxer,4,Adulto,C042
P019707,CU17245,Perro,Rottweiler,7,Adulto,C025
P019708,CU16587,Exótico,Hurón,3,Adulto,C035
P019709,CU14530,Perro,Bulldog,3,Adulto,C013
P019710,CU05931,Exótico,Erizo,4,Adulto,C024
P019711,CU10786,Gato,Devon Rex,3,Adulto,C036
P019712,CU12276,Exótico,Cacatúa Ninfa,0,Joven,C034
P019713,CU11573,Perro,Bóxer,4,Adulto,C040
P019714,CU12088,Gato,Sphynx,6,Adulto,C036
P019715,CU06853,Gato,Persa,7,Adulto,C039
P019716,CU07578,Gato,Scottish Fold,9,Senior,C012
P019717,CU11317,Gato,Azul Ruso,5,Adulto,C018
P019718,CU09017,Perro,Boston Terrier,1,Joven,C048
P019719,CU15210,Gato,Sphynx,3,Adulto,C011
P019720,CU09265,Gato,Birmano,1,Joven,C042
P019721,CU16383,Perro,Maltés,7,Adulto,C020
P019722,CU07464,Perro,Boston Terrier,6,Adulto,C027
P019723,CU08929,Perro,Bulldog Francés,6,Adulto,C026
P019724,CU04422,Gato,British Shorthair,1,Joven,C050
P019725,CU12256,Perro,Maltés,6,Adulto,C039
P019726,CU05838,Gato,Gato Doméstico de Pelo Corto,0,Joven,C017
P019727,CU13057,Perro,Basset Hound,7,Adulto,C039
P019728,CU03339,Perro,Golden Retriever,9,Senior,C028
P019729,CU15826,Gato,Scottish Fold,4,Adulto,C036
P019730,CU03409,Perro,Basset Hound,6,Adulto,C025
P019731,CU13739,Perro,Boyero de Berna,8,Adulto,C001
P019732,CU02279,Perro,Pomerania,0,Joven,C015
P019733,CU17648,Perro,Shih Tzu,5,Adulto,C031
P019734,CU00613,Perro,Labrador Retriever,4,Adulto,C015
P019735,CU16800,Perro,Bulldog,4,Adulto,C019
P019736,CU02122,Perro,Basset Hound,4,Adulto,C016
P019737,CU03629,Perro,Caniche,5,Adulto,C020
P019738,CU14170,Exótico,Cobaya,2,Joven,C047
P019739,CU09653,Perro,Husky Siberiano,7,Adulto,C010
P019740,CU15131,Perro,Pastor Alemán,0,Joven,C024
P019741,CU12578,Perro,Pomerania,4,Adulto,C048
P019742,CU08702,Gato,Birmano,11,Senior,C042
P019743,CU07533,Perro,Boyero de Berna,5,Adulto,C008
P019744,CU05352,Perro,Akita,4,Adulto,C020
P019745,CU08783,Perro,Boyero de Berna,6,Adulto,C011
P019746,CU04998,Perro,Bulldog,5,Adulto,C040
P019747,CU17902,Perro,Boyero de Berna,3,Adulto,C004
P019748,CU07501,Perro,Shih Tzu,4,Adulto,C015
P019749,CU06509,Gato,Birmano,1,Joven,C012
P019750,CU06360,Perro,Husky Siberiano,7,Adulto,C024
P019751,CU09184,Perro,Doberman,0,Joven,C005
P019752,CU07268,Perro,Shih Tzu,4,Adulto,C034
P019753,CU02873,Gato,Scottish Fold,5,Adulto,C011
P019754,CU06119,Perro,Boston Terrier,9,Senior,C041
P019755,CU11934,Perro,Shih Tzu,1,Joven,C030
P019756,CU13976,Perro,Husky Siberiano,10,Senior,C017
P019757,CU14114,Exótico,Conejo,1,Joven,C013
P019758,CU07278,Gato,Devon Rex,11,Senior,C004
P019759,CU14584,Perro,Akita,4,Adulto,C048
P019760,CU15244,Perro,Dachshund,6,Adulto,C023
P019761,CU02884,Perro,Boyero de Berna,8,Adulto,C014
P019762,CU11387,Perro,Pastor Alemán,4,Adulto,C037
P019763,CU16982,Perro,Golden Retriever,5,Adulto,C007
P019764,CU15403,Perro,Shih Tzu,4,Adulto,C021
P019765,CU14592,Exótico,Serpiente,6,Adulto,C032
P019766,CU06061,Perro,Bóxer,0,Joven,C001
P019767,CU00984,Gato,Bosque de Noruega,6,Adulto,C018
P019768,CU08916,Perro,Golden Retriever,3,Adulto,C009
P019769,CU07531,Perro,Shih Tzu,4,Adulto,C007
P019770,CU01632,Perro,Bóxer,6,Adulto,C016
P019771,CU07548,Perro,Shih Tzu,11,Senior,C031
P019772,CU00317,Perro,Bulldog,1,Joven,C043
P019773,CU07773,Exótico,Hámster,4,Adulto,C023
P019774,CU01098,Perro,Caniche,8,Adulto,C023
P019775,CU01540,Perro,Chihuahua,5,Adulto,C021
P019776,CU11239,Perro,Bulldog,4,Adulto,C023
P019777,CU07551,Gato,Bosque de Noruega,9,Senior,C015
P019778,CU09211,Perro,Pastor Australiano,6,Adulto,C046
P019779,CU17413,Perro,Labrador Retriever,2,Joven,C018
P019780,CU03806,Exótico,Gecko,2,Joven,C032
P019781,CU02707,Exótico,Conejo,6,Adulto,C007
P019782,CU01419,Perro,Pastor Australiano,4,Adulto,C031
P019783,CU03410,Perro,Bulldog Francés,4,Adulto,C050
P019784,CU17569,Perro,Cocker Spaniel,5,Adulto,C021
P019785,CU08997,Perro,Border Collie,2,Joven,C007
P019786,CU01193,Perro,Pastor Australiano,4,Adulto,C038
P019787,CU16057,Perro,Caniche,10,Senior,C042
P019788,CU15302,Perro,San Bernardo,3,Adulto,C015
P019789,CU02139,Perro,Rottweiler,4,Adulto,C021
P019790,CU00615,Gato,Bosque de Noruega,6,Adulto,C050
P019791,CU05512,Perro,Basset Hound,5,Adulto,C002
P019792,CU15566,Gato,Sphynx,0,Joven,C017
P019793,CU12310,Perro,Shih Tzu,6,Adulto,C026
P019794,CU03173,Perro,Cocker Spaniel,2,Joven,C006
P019795,CU07541,Perro,Husky Siberiano,10,Senior,C037
P019796,CU09572,Exótico,Gecko,5,Adulto,C006
P019797,CU05054,Exótico,Cacatúa Ninfa,7,Adulto,C011
P019798,CU07381,Gato,Oriental de Pelo Corto,0,Joven,C011
P019799,CU15570,Perro,Basset Hound,2,Joven,C027
P019800,CU16060,Gato,Scottish Fold,5,Adulto,C011
P019801,CU16764,Gato,Bengalí,0,Joven,C032
P019802,CU07244,Perro,Pastor Alemán,3,Adulto,C034
P019803,CU08704,Perro,Golden Retriever,4,Adulto,C019
P019804,CU11698,Perro,Caniche,8,Adulto,C036
P019805,CU06577,Gato,Bosque de Noruega,1,Joven,C003
P019806,CU02249,Gato,British Shorthair,6,Adulto,C023
P019807,CU04094,Perro,Maltés,0,Joven,C011
P019808,CU09695,Perro,Boston Terrier,10,Senior,C047
P019809,CU01412,Perro,Bulldog Francés,2,Joven,C028
P019810,CU12068,Perro,Boyero de Berna,3,Adulto,C047
P019811,CU06062,Perro,Gran Danés,6,Adulto,C014
P019812,CU12070,Perro,Golden Retriever,2,Joven,C024
P019813,CU10777,Gato,Sphynx,3,Adulto,C045
P019814,CU05730,Perro,Basset Hound,6,Adulto,C004
P019815,CU05675,Exótico,Loro,8,Adulto,C043
P019816,CU05986,Gato,Ragdoll,4,Adulto,C008
P019817,CU14466,Perro,Bóxer,2,Joven,C046
P019818,CU09155,Perro,Rottweiler,3,Adulto,C030
P019819,CU01675,Gato,British Shorthair,1,Joven,C048
P019820,CU09232,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C047
P019821,CU10285,Exótico,Cobaya,7,Adulto,C030
P019822,CU05308,Gato,Siamés,6,Adulto,C011
P019823,CU11933,Perro,San Bernardo,7,Adulto,C024
P019824,CU02329,Exótico,Chinchilla,5,Adulto,C023
P019825,CU04434,Perro,Gran Danés,6,Adulto,C028
P019826,CU15747,Perro,Bóxer,1,Joven,C028
P019827,CU03941,Perro,Cocker Spaniel,8,Adulto,C013
P019828,CU03410,Perro,Cocker Spaniel,7,Adulto,C011
P019829,CU10343,Perro,Pomerania,8,Adulto,C030
P019830,CU04180,Perro,Pastor Australiano,7,Adulto,C001
P019831,CU04646,Perro,San Bernardo,0,Joven,C005
P019832,CU16150,Gato,Azul Ruso,8,Adulto,C033
P019833,CU17231,Perro,Rottweiler,8,Adulto,C041
P019834,CU04955,Gato,Azul Ruso,4,Adulto,C011
P019835,CU01144,Perro,Maltés,2,Joven,C001
P019836,CU14308,Perro,Pastor Alemán,8,Adulto,C038
P019837,CU01799,Gato,Sphynx,5,Adulto,C018
P019838,CU04282,Perro,Cocker Spaniel,7,Adulto,C023
P019839,CU15089,Gato,Birmano,2,Joven,C033
P019840,CU05280,Exótico,Chinchilla,6,Adulto,C033
P019841,CU12700,Gato,Oriental de Pelo Corto,5,Adulto,C036
P019842,CU13647,Perro,Boyero de Berna,9,Senior,C026
P019843,CU10028,Perro,Border Collie,8,Adulto,C036
P019844,CU00621,Gato,Abisinio,6,Adulto,C022
P019845,CU12099,Perro,Boston Terrier,3,Adulto,C016
P019846,CU02231,Perro,Bulldog,4,Adulto,C006
P019847,CU02995,Exótico,Tortuga,2,Joven,C029
P019848,CU06893,Gato,Sphynx,4,Adulto,C026
P019849,CU02448,Perro,Gran Danés,6,Adulto,C011
P019850,CU11021,Perro,Pomerania,6,Adulto,C029
P019851,CU11449,Gato,Scottish Fold,6,Adulto,C027
P019852,CU16763,Exótico,Iguana,7,Adulto,C047
P019853,CU07270,Perro,Basset Hound,5,Adulto,C048
P019854,CU15275,Perro,Border Collie,4,Adulto,C025
P019855,CU17415,Perro,Gran Danés,9,Senior,C021
P019856,CU16243,Perro,Husky Siberiano,7,Adulto,C019
P019857,CU08508,Perro,Pastor Alemán,13,Senior,C004
P019858,CU15279,Perro,Labrador Retriever,4,Adulto,C016
P019859,CU09256,Gato,Ragdoll,4,Adulto,C050
P019860,CU00279,Perro,Beagle,2,Joven,C047
P019861,CU06225,Gato,Oriental de Pelo Corto,2,Joven,C046
P019862,CU10127,Perro,Bulldog Francés,8,Adulto,C026
P019863,CU11000,Perro,Husky Siberiano,5,Adulto,C025
P019864,CU07559,Perro,Chihuahua,4,Adulto,C030
P019865,CU01692,Perro,Maltés,4,Adulto,C022
P019866,CU15895,Perro,Boston Terrier,0,Joven,C026
P019867,CU05169,Perro,Bulldog Francés,8,Adulto,C048
P019868,CU16738,Perro,Basset Hound,9,Senior,C049
P019869,CU02969,Perro,Shih Tzu,6,Adulto,C018
P019870,CU03008,Perro,Beagle,5,Adulto,C006
P019871,CU10631,Perro,Shih Tzu,7,Adulto,C031
P019872,CU14143,Exótico,Cacatúa Ninfa,2,Joven,C014
P019873,CU00914,Perro,Chihuahua,5,Adulto,C023
P019874,CU01725,Perro,Chihuahua,6,Adulto,C029
P019875,CU00486,Perro,Cocker Spaniel,0,Joven,C044
P019876,CU03653,Perro,Shih Tzu,5,Adulto,C010
P019877,CU05475,Gato,Birmano,5,Adulto,C028
P019878,CU16975,Gato,Persa,5,Adulto,C041
P019879,CU04123,Perro,Shih Tzu,5,Adulto,C050
P019880,CU13097,Gato,Siamés,4,Adulto,C029
P019881,CU03582,Perro,Pomerania,3,Adulto,C026
P019882,CU08519,Perro,Cocker Spaniel,9,Senior,C014
P019883,CU13516,Perro,Gran Danés,5,Adulto,C033
P019884,CU11589,Perro,Labrador Retriever,1,Joven,C024
P019885,CU15080,Perro,Beagle,2,Joven,C026
P019886,CU14518,Gato,Sphynx,0,Joven,C027
P019887,CU09482,Exótico,Hámster,9,Senior,C001
P019888,CU17023,Perro,Beagle,5,Adulto,C009
P019889,CU12477,Gato,Bosque de Noruega,0,Joven,C014
P019890,CU02013,Perro,Pomerania,3,Adulto,C006
P019891,CU10507,Exótico,Hámster,6,Adulto,C011
P019892,CU07901,Perro,Pomerania,3,Adulto,C013
P019893,CU12378,Perro,Caniche,0,Joven,C025
P019894,CU15776,Perro,Bóxer,7,Adulto,C017
P019895,CU10842,Perro,San Bernardo,9,Senior,C046
P019896,CU12883,Exótico,Loro,2,Joven,C032
P019897,CU10670,Perro,Basset Hound,4,Adulto,C044
P019898,CU11761,Perro,Pastor Alemán,7,Adulto,C001
P019899,CU02163,Perro,Boston Terrier,0,Joven,C007
P019900,CU07499,Perro,Pomerania,0,Joven,C006
P019901,CU11452,Gato,Persa,4,Adulto,C014
P019902,CU02802,Perro,Bóxer,3,Adulto,C038
P019903,CU06260,Gato,Sphynx,4,Adulto,C019
P019904,CU04044,Exótico,Gecko,0,Joven,C037
P019905,CU03689,Perro,Gran Danés,7,Adulto,C023
P019906,CU15372,Perro,Basset Hound,5,Adulto,C003
P019907,CU06691,Perro,Boston Terrier,3,Adulto,C014
P019908,CU03412,Perro,Doberman,0,Joven,C005
P019909,CU03600,Gato,Azul Ruso,8,Adulto,C031
P019910,CU16361,Gato,Oriental de Pelo Corto,9,Senior,C014
P019911,CU07612,Perro,Pastor Alemán,5,Adulto,C037
P019912,CU12800,Perro,Pastor Alemán,7,Adulto,C022
P019913,CU02026,Perro,Bulldog Francés,1,Joven,C031
P019914,CU15969,Perro,Bóxer,5,Adulto,C041
P019915,CU07177,Exótico,Conejo,5,Adulto,C019
P019916,CU07214,Gato,Siamés,10,Senior,C036
P019917,CU16247,Perro,Cocker Spaniel,3,Adulto,C050
P019918,CU11283,Perro,Maltés,4,Adulto,C024
P019919,CU01360,Exótico,Gecko,2,Joven,C005
P019920,CU06680,Perro,Caniche,2,Joven,C045
P019921,CU12470,Gato,Azul Ruso,2,Joven,C045
P019922,CU00937,Perro,Boston Terrier,5,Adulto,C048
P019923,CU03241,Perro,Beagle,10,Senior,C045
P019924,CU16971,Exótico,Loro,3,Adulto,C050
P019925,CU03184,Perro,Bulldog,1,Joven,C017
P019926,CU01396,Perro,Bulldog Francés,5,Adulto,C033
P019927,CU01631,Perro,Bulldog,5,Adulto,C008
P019928,CU13152,Perro,Pastor Australiano,4,Adulto,C005
P019929,CU10206,Perro,Chihuahua,5,Adulto,C040
P019930,CU03483,Perro,Border Collie,3,Adulto,C044
P019931,CU09814,Gato,Azul Ruso,2,Joven,C021
P019932,CU08777,Gato,Birmano,7,Adulto,C023
P019933,CU01437,Perro,Bóxer,2,Joven,C024
P019934,CU09049,Perro,Labrador Retriever,0,Joven,C040
P019935,CU10935,Gato,Sphynx,10,Senior,C041
P019936,CU04850,Perro,Rottweiler,1,Joven,C034
P019937,CU13837,Perro,Doberman,7,Adulto,C025
P019938,CU00127,Gato,Gato Doméstico de Pelo Corto,5,Adulto,C020
P019939,CU12390,Gato,Bosque de Noruega,4,Adulto,C010
P019940,CU17864,Perro,Gran Danés,5,Adulto,C022
P019941,CU01094,Perro,Golden Retriever,5,Adulto,C034
P019942,CU05320,Perro,Dachshund,0,Joven,C038
P019943,CU08024,Perro,Boston Terrier,8,Adulto,C040
P019944,CU04773,Gato,Sphynx,4,Adulto,C032
P019945,CU16868,Perro,Bulldog Francés,1,Joven,C037
P019946,CU13387,Perro,Labrador Retriever,3,Adulto,C046
P019947,CU04433,Perro,Pastor Alemán,5,Adulto,C032
P019948,CU08818,Gato,Devon Rex,4,Adulto,C028
P019949,CU17340,Gato,Devon Rex,0,Joven,C032
P019950,CU14125,Perro,Chihuahua,4,Adulto,C016
P019951,CU00849,Perro,Caniche,8,Adulto,C024
P019952,CU15131,Perro,Pastor Alemán,6,Adulto,C021
P019953,CU04365,Perro,San Bernardo,9,Senior,C048
P019954,CU11454,Exótico,Loro,10,Senior,C044
P019955,CU07645,Perro,Husky Siberiano,0,Joven,C030
P019956,CU15009,Perro,Caniche,5,Adulto,C050
P019957,CU09862,Perro,Doberman,4,Adulto,C021
P019958,CU15190,Exótico,Hurón,8,Adulto,C027
P019959,CU10062,Exótico,Conejo,1,Joven,C020
P019960,CU17239,Gato,Bosque de Noruega,7,Adulto,C050
P019961,CU11526,Perro,Akita,9,Senior,C024
P019962,CU15949,Perro,Caniche,3,Adulto,C049
P019963,CU01617,Perro,Bóxer,0,Joven,C001
P019964,CU14673,Gato,Birmano,0,Joven,C023
P019965,CU15058,Perro,Maltés,1,Joven,C030
P019966,CU09186,Perro,Pastor Australiano,4,Adulto,C010
P019967,CU12826,Perro,Boston Terrier,5,Adulto,C033
P019968,CU07748,Gato,Ragdoll,3,Adulto,C008
P019969,CU08198,Perro,Pomerania,13,Senior,C038
P019970,CU06312,Perro,Boyero de Berna,3,Adulto,C037
P019971,CU01902,Perro,Rottweiler,3,Adulto,C002
P019972,CU01308,Gato,Maine Coon,10,Senior,C011
P019973,CU08956,Perro,Akita,5,Adulto,C002
P019974,CU11306,Gato,Maine Coon,8,Adulto,C038
P019975,CU02697,Perro,Akita,11,Senior,C008
P019976,CU10600,Perro,Pastor Australiano,7,Adulto,C044
P019977,CU09872,Perro,Bulldog,3,Adulto,C003
P019978,CU03055,Perro,Bulldog Francés,0,Joven,C007
P019979,CU09717,Perro,Doberman,5,Adulto,C026
P019980,CU07482,Perro,Bulldog,5,Adulto,C047
P019981,CU09713,Perro,Boston Terrier,2,Joven,C027
P019982,CU05656,Gato,Bengalí,1,Joven,C027
P019983,CU01341,Gato,Gato Doméstico de Pelo Corto,2,Joven,C020
P019984,CU11878,Perro,Basset Hound,1,Joven,C023
P019985,CU00555,Gato,Bengalí,3,Adulto,C050
P019986,CU00326,Perro,Pastor Australiano,4,Adulto,C023
P019987,CU11712,Perro,Bulldog Francés,2,Joven,C014
P019988,CU12807,Gato,Bengalí,7,Adulto,C042
P019989,CU16122,Gato,Devon Rex,0,Joven,C041
P019990,CU10071,Gato,Ragdoll,0,Joven,C033
P019991,CU03071,Perro,Husky Siberiano,7,Adulto,C035
P019992,CU04592,Perro,Border Collie,7,Adulto,C045
P019993,CU15632,Perro,San Bernardo,8,Adulto,C003
P019994,CU13418,Perro,Labrador Retriever,3,Adulto,C019
P019995,CU12247,Perro,Doberman,3,Adulto,C021
P019996,CU14245,Perro,Akita,4,Adulto,C033
P019997,CU13495,Exótico,Conejo,2,Joven,C047
P019998,CU10842,Perro,Rottweiler,6,Adulto,C043
P019999,CU14556,Gato,Azul Ruso,5,Adulto,C002
P020000,CU04073,Perro,Pastor Australiano,4,Adulto,C010
P020001,CU13624,Perro,Pomerania,2,Joven,C037
P020002,CU12909,Perro,Maltés,5,Adulto,C005
P020003,CU16654,Perro,Border Collie,6,Adulto,C032
P020004,CU05806,Exótico,Conejo,6,Adulto,C035
P020005,CU09014,Perro,Beagle,8,Adulto,C005
P020006,CU17359,Gato,Persa,6,Adulto,C023
P020007,CU10878,Gato,Birmano,9,Senior,C027
P020008,CU01867,Perro,Doberman,9,Senior,C027
P020009,CU03252,Perro,Boyero de Berna,6,Adulto,C027
P020010,CU07032,Gato,Maine Coon,1,Joven,C007
P020011,CU14893,Gato,Bosque de Noruega,6,Adulto,C015
P020012,CU16889,Exótico,Chinchilla,7,Adulto,C046
P020013,CU06330,Perro,Pastor Australiano,6,Adulto,C050
P020014,CU01907,Perro,Boyero de Berna,9,Senior,C035
P020015,CU09017,Gato,Birmano,8,Adulto,C036
P020016,CU00447,Gato,Gato Doméstico de Pelo Corto,4,Adulto,C023
P020017,CU16770,Perro,Shih Tzu,0,Joven,C046
P020018,CU13034,Perro,Chihuahua,0,Joven,C030
P020019,CU17830,Gato,Birmano,3,Adulto,C004
P020020,CU12480,Perro,Akita,2,Joven,C019
P020021,CU15373,Gato,British Shorthair,1,Joven,C030
P020022,CU00253,Perro,Chihuahua,8,Adulto,C012
P020023,CU11467,Perro,Pastor Australiano,0,Joven,C027
P020024,CU16188,Gato,Bengalí,5,Adulto,C023
P020025,CU09532,Perro,Pastor Alemán,0,Joven,C028
P020026,CU10557,Perro,Doberman,10,Senior,C007
P020027,CU16608,Gato,Azul Ruso,6,Adulto,C032
P020028,CU05556,Gato,Devon Rex,2,Joven,C015
P020029,CU02187,Gato,Gato Doméstico de Pelo Corto,12,Senior,C011
P020030,CU03326,Perro,Husky Siberiano,3,Adulto,C016
P020031,CU02775,Perro,Shih Tzu,1,Joven,C049
