pet_id,customer_id,pet_type,pet_breed,pet_age,pet_age_group,primary_clinic,visits_per_pet,revenue_per_pet,avg_visit_cost_pet,first_visit_date,last_visit_date,pet_lifetime_days,revenue_per_visit_pet,number_of_pets,total_customer_visits,total_customer_revenue,first_customer_visit,last_customer_visit,customer_lifetime_days
P016902,CU05592,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C047,19,3704.21,194.9584210526316,2020-03-17,2024-10-31,1689,194.9584210526316,1,19,3704.21,2020-03-17,2024-10-31,1689
P016903,CU01824,Perro,Cocker Spaniel,4,Adulto,C014,41,7182.28,175.17756097560974,2020-01-05,2024-12-13,1804,175.17756097560974,2,80,14841.96,2020-01-03,2024-12-24,1817
P016904,CU12928,Exótico,Conejo,2,Joven,C030,22,3013.06,136.95727272727274,2020-08-29,2024-05-24,1364,136.95727272727274,3,85,10556.36,2020-02-09,2024-12-19,1775
P016905,CU16021,Gato,Azul Ruso,0,Joven,C031,27,2510.58,92.98444444444443,2020-05-01,2024-08-12,1564,92.98444444444443,2,75,8481.89,2020-01-14,2024-12-10,1792
P016906,CU16370,Gato,Persa,0,Joven,C008,28,3492.22,124.72214285714286,2020-01-31,2024-07-13,1625,124.72214285714286,1,28,3492.22,2020-01-31,2024-07-13,1625
P016907,CU12107,Perro,Bóxer,6,Adulto,C017,31,5056.64,163.11741935483872,2020-03-04,2024-11-02,1704,163.11741935483872,3,95,15387.810000000001,2020-02-16,2024-12-26,1775
P016908,CU04467,Gato,British Shorthair,3,Adulto,C004,24,3136.93,130.70541666666665,2020-07-10,2024-09-27,1540,130.70541666666665,1,24,3136.93,2020-07-10,2024-09-27,1540
P016909,CU17749,Exótico,Conejo,4,Adulto,C033,16,2580.8,161.3,2020-01-21,2023-12-20,1429,161.3,1,16,2580.8,2020-01-21,2023-12-20,1429
P016910,CU09103,Exótico,Erizo,1,Joven,C013,33,2798.13,84.79181818181819,2020-01-11,2024-09-29,1723,84.79181818181819,3,95,13875.65,2020-01-11,2024-12-05,1790
P016911,CU15158,Gato,Bosque de Noruega,4,Adulto,C049,22,2826.7200000000003,128.48727272727274,2020-04-20,2024-12-19,1704,128.48727272727274,2,38,4084.6500000000005,2020-04-17,2024-12-19,1707
P016912,CU14544,Exótico,Hámster,4,Adulto,C003,22,3887.6800000000003,176.71272727272728,2020-04-25,2024-12-06,1686,176.71272727272728,1,22,3887.6800000000003,2020-04-25,2024-12-06,1686
P016913,CU08501,Perro,Cocker Spaniel,0,Joven,C022,30,2617.98,87.266,2020-02-29,2024-08-30,1644,87.266,1,30,2617.98,2020-02-29,2024-08-30,1644
P016914,CU02877,Perro,Golden Retriever,0,Joven,C004,38,3939.33,103.66657894736842,2020-02-15,2024-12-14,1764,103.66657894736842,1,38,3939.33,2020-02-15,2024-12-14,1764
P016915,CU05299,Perro,Akita,9,Senior,C025,27,6830.95,252.99814814814815,2020-04-01,2024-12-01,1705,252.99814814814815,2,52,10044.31,2020-03-05,2024-12-01,1732
P016916,CU06644,Exótico,Serpiente,0,Joven,C037,17,1916.65,112.74411764705883,2020-02-08,2024-12-02,1759,112.74411764705883,4,156,20998.07,2020-01-28,2024-12-13,1781
P016917,CU17572,Perro,Husky Siberiano,4,Adulto,C033,42,4291.89,102.18785714285715,2020-01-30,2024-12-24,1790,102.18785714285715,3,90,12994.57,2020-01-05,2024-12-24,1815
P016918,CU00745,Gato,Persa,6,Adulto,C005,53,5233.9,98.75283018867924,2020-01-04,2024-12-23,1815,98.75283018867924,2,79,10493.46,2020-01-02,2024-12-23,1817
P016919,CU12753,Perro,Labrador Retriever,6,Adulto,C041,34,4078.33,119.95088235294118,2020-01-08,2024-12-09,1797,119.95088235294118,2,57,8092.65,2020-01-08,2024-12-25,1813
P016920,CU02037,Gato,Maine Coon,1,Joven,C031,24,3920.16,163.34,2020-01-28,2024-12-06,1774,163.34,2,47,6130.92,2020-01-28,2024-12-17,1785
P016921,CU08349,Exótico,Tortuga,1,Joven,C030,13,1902.26,146.3276923076923,2020-09-11,2024-12-21,1562,146.3276923076923,2,20,2838.67,2020-06-19,2024-12-21,1646
P016922,CU16169,Perro,Akita,1,Joven,C038,44,7892.5,179.375,2020-03-12,2024-12-06,1730,179.375,1,44,7892.5,2020-03-12,2024-12-06,1730
P016923,CU07538,Perro,Bóxer,2,Joven,C024,52,7328.05,140.92403846153846,2020-01-04,2024-12-27,1819,140.92403846153846,4,146,22551.34,2020-01-01,2024-12-27,1822
P016924,CU11650,Perro,Akita,6,Adulto,C027,49,6528.21,133.2287755102041,2020-01-02,2024-09-16,1719,133.2287755102041,2,82,10288.34,2020-01-02,2024-09-16,1719
P016925,CU03670,Exótico,Cobaya,8,Adulto,C043,9,842.47,93.60777777777778,2020-01-27,2024-11-25,1764,93.60777777777778,3,72,8008.87,2020-01-24,2024-12-31,1803
P016926,CU08792,Perro,Pomerania,4,Adulto,C043,32,4717.36,147.4175,2020-01-28,2024-10-03,1710,147.4175,4,130,22289.5,2020-01-28,2024-12-07,1775
P016927,CU08224,Gato,Bengalí,4,Adulto,C039,35,4496.06,128.45885714285714,2020-03-19,2024-10-19,1675,128.45885714285714,3,107,15193.150000000001,2020-01-16,2024-12-15,1795
P016928,CU07329,Perro,Husky Siberiano,8,Adulto,C036,22,3040.4,138.20000000000002,2020-02-14,2024-11-14,1735,138.20000000000002,1,22,3040.4,2020-02-14,2024-11-14,1735
P016929,CU14254,Exótico,Chinchilla,10,Senior,C044,22,3047.35,138.51590909090908,2020-01-09,2024-11-17,1774,138.51590909090908,4,106,16519.22,2020-01-09,2024-12-31,1818
P016930,CU04584,Gato,Scottish Fold,5,Adulto,C012,29,3285.35,113.28793103448275,2020-06-06,2024-08-26,1542,113.28793103448275,4,134,18760.64,2020-01-15,2024-12-19,1800
P016931,CU02011,Exótico,Gecko,6,Adulto,C037,7,1213.8,173.4,2020-04-04,2023-04-06,1097,173.4,3,79,13982.18,2020-01-17,2024-12-15,1794
P016932,CU17768,Perro,San Bernardo,5,Adulto,C020,29,4627.66,159.5744827586207,2020-02-03,2024-11-16,1748,159.5744827586207,5,132,18407.42,2020-01-09,2024-12-28,1815
P016933,CU05541,Exótico,Cobaya,5,Adulto,C005,44,5041.45,114.57840909090909,2020-04-22,2024-09-08,1600,114.57840909090909,3,83,10812.84,2020-02-21,2024-12-20,1764
P016934,CU02146,Perro,Beagle,10,Senior,C046,71,9479.87,133.5192957746479,2020-01-06,2024-12-16,1806,133.5192957746479,1,71,9479.87,2020-01-06,2024-12-16,1806
P016935,CU12719,Gato,Maine Coon,4,Adulto,C031,29,3109.48,107.22344827586207,2020-08-29,2024-06-29,1400,107.22344827586207,4,147,18030.39,2020-01-08,2024-12-17,1805
P016936,CU03645,Gato,Azul Ruso,6,Adulto,C002,16,1782.42,111.40125,2020-01-24,2024-08-21,1671,111.40125,4,118,20640.24,2020-01-18,2024-12-23,1801
P016937,CU08509,Perro,Dachshund,7,Adulto,C016,25,3090.75,123.63,2020-08-31,2023-12-08,1194,123.63,2,47,5754.0599999999995,2020-02-25,2024-08-02,1620
P016938,CU16316,Gato,Gato Doméstico de Pelo Corto,7,Adulto,C042,19,2737.72,144.09052631578948,2020-03-06,2024-12-02,1732,144.09052631578948,2,38,5423.219999999999,2020-03-06,2024-12-02,1732
P016939,CU13035,Gato,Persa,10,Senior,C006,35,5176.89,147.91114285714286,2020-01-31,2024-12-08,1773,147.91114285714286,2,48,6297.3,2020-01-31,2024-12-08,1773
P016940,CU14488,Perro,Cocker Spaniel,6,Adulto,C016,26,4987.71,191.835,2020-03-08,2024-12-24,1752,191.835,1,26,4987.71,2020-03-08,2024-12-24,1752
P016941,CU05392,Gato,Siamés,4,Adulto,C026,13,1036.25,79.71153846153847,2020-04-06,2024-04-19,1474,79.71153846153847,3,91,11042.29,2020-01-18,2024-11-22,1770
P016942,CU10690,Gato,Siamés,2,Joven,C050,39,6095.03,156.2828205128205,2020-01-05,2024-10-31,1761,156.2828205128205,4,121,16718.78,2020-01-05,2024-12-19,1810
P016943,CU10457,Perro,Shih Tzu,1,Joven,C021,11,897.67,81.60636363636364,2020-02-25,2024-08-05,1623,81.60636363636364,3,61,7277.780000000001,2020-02-20,2024-12-13,1758
P016944,CU02728,Perro,Shih Tzu,8,Adulto,C009,24,3302.89,137.62041666666667,2020-07-19,2024-12-14,1609,137.62041666666667,1,24,3302.89,2020-07-19,2024-12-14,1609
P016945,CU02776,Gato,Scottish Fold,4,Adulto,C046,53,6105.41,115.19641509433961,2020-01-29,2024-11-10,1747,115.19641509433961,2,73,9715.81,2020-01-29,2024-11-10,1747
P016946,CU13903,Perro,Border Collie,0,Joven,C041,35,4906.22,140.1777142857143,2020-02-14,2024-11-13,1734,140.1777142857143,2,70,8290.37,2020-01-21,2024-12-11,1786
P016947,CU02913,Gato,Sphynx,6,Adulto,C013,34,4507.36,132.56941176470588,2020-04-13,2024-11-27,1689,132.56941176470588,1,34,4507.36,2020-04-13,2024-11-27,1689
P016948,CU06036,Perro,Gran Danés,8,Adulto,C027,43,6911.7699999999995,160.73883720930232,2020-01-05,2024-09-25,1725,160.73883720930232,3,80,13446.99,2020-01-05,2024-11-10,1771
P016949,CU17104,Perro,Pomerania,7,Adulto,C042,20,2402.14,120.107,2020-03-17,2024-09-21,1649,120.107,1,20,2402.14,2020-03-17,2024-09-21,1649
P016950,CU05777,Gato,Oriental de Pelo Corto,4,Adulto,C042,13,1440.2800000000002,110.79076923076924,2020-02-26,2024-06-04,1560,110.79076923076924,1,13,1440.2800000000002,2020-02-26,2024-06-04,1560
P016951,CU04994,Perro,Golden Retriever,7,Adulto,C039,40,5806.17,145.15425,2020-01-01,2024-10-30,1764,145.15425,1,40,5806.17,2020-01-01,2024-10-30,1764
P016952,CU09815,Perro,Bulldog Francés,0,Joven,C041,25,3204.06,128.1624,2020-03-27,2024-11-23,1702,128.1624,3,81,10708.380000000001,2020-03-22,2024-12-13,1727
P016953,CU04193,Perro,Labrador Retriever,0,Joven,C048,27,4966.11,183.92999999999998,2020-02-18,2024-12-03,1750,183.92999999999998,1,27,4966.11,2020-02-18,2024-12-03,1750
P016954,CU10549,Gato,Bengalí,3,Adulto,C022,14,1451.03,103.645,2021-03-20,2024-12-21,1372,103.645,2,34,3629.45,2020-01-10,2024-12-23,1809
P016955,CU00135,Gato,Devon Rex,8,Adulto,C037,9,956.4300000000001,106.27000000000001,2020-10-19,2024-07-01,1351,106.27000000000001,2,33,4077.8599999999997,2020-02-10,2024-08-27,1660
P016956,CU00384,Perro,Maltés,8,Adulto,C004,32,4495.2699999999995,140.47718749999999,2020-01-21,2024-10-20,1734,140.47718749999999,1,32,4495.2699999999995,2020-01-21,2024-10-20,1734
P016957,CU07278,Perro,Akita,6,Adulto,C042,18,3928.4,218.24444444444444,2021-02-11,2024-06-23,1228,218.24444444444444,2,47,6154.54,2020-01-05,2024-11-05,1766
P016958,CU07926,Perro,Beagle,2,Joven,C033,47,7654.46,162.86085106382978,2020-02-11,2024-11-30,1754,162.86085106382978,3,97,18206.35,2020-02-11,2024-12-05,1759
P016959,CU01339,Gato,Gato Doméstico de Pelo Corto,3,Adulto,C014,27,3118.81,115.51148148148148,2020-07-31,2024-12-17,1600,115.51148148148148,3,69,9710.810000000001,2020-01-18,2024-12-17,1795
P016960,CU09283,Perro,Bóxer,8,Adulto,C001,21,3130.92,149.09142857142857,2020-03-24,2024-11-16,1698,149.09142857142857,2,56,8960.35,2020-03-20,2024-11-16,1702
P016961,CU16709,Perro,Bóxer,6,Adulto,C031,33,7321.89,221.87545454545455,2020-01-31,2024-12-18,1783,221.87545454545455,1,33,7321.89,2020-01-31,2024-12-18,1783
P016962,CU01466,Perro,Bóxer,7,Adulto,C039,48,7695.28,160.31833333333333,2020-01-05,2024-12-12,1803,160.31833333333333,2,58,10338.07,2020-01-05,2024-12-12,1803
P016963,CU07135,Gato,Ragdoll,4,Adulto,C010,18,1457.39,80.96611111111112,2020-06-19,2024-11-06,1601,80.96611111111112,1,18,1457.39,2020-06-19,2024-11-06,1601
P016964,CU11366,Perro,Cocker Spaniel,10,Senior,C028,26,4166.19,160.2380769230769,2020-02-21,2024-10-21,1704,160.2380769230769,5,171,24709.42,2020-01-23,2024-11-25,1768
P016965,CU00056,Gato,Devon Rex,4,Adulto,C039,19,3829.2,201.53684210526316,2020-06-22,2024-09-15,1546,201.53684210526316,2,38,5956.25,2020-02-19,2024-12-24,1770
P016966,CU12396,Perro,Boyero de Berna,2,Joven,C039,30,4066.4,135.54666666666668,2020-01-05,2024-12-18,1809,135.54666666666668,2,94,12031.64,2020-01-05,2024-12-18,1809
P016967,CU07973,Perro,Bulldog Francés,3,Adulto,C015,38,5781.06,152.13315789473685,2020-01-17,2024-12-06,1785,152.13315789473685,2,59,9677.85,2020-01-17,2024-12-06,1785
P016968,CU15005,Perro,Boston Terrier,6,Adulto,C038,52,7850.55,150.9721153846154,2020-04-27,2024-12-17,1695,150.9721153846154,1,52,7850.55,2020-04-27,2024-12-17,1695
P016969,CU06695,Perro,San Bernardo,3,Adulto,C001,24,2460.51,102.52125000000001,2020-04-19,2024-08-27,1591,102.52125000000001,2,49,5060.6,2020-01-17,2024-12-02,1781
P016970,CU02744,Perro,Bulldog,0,Joven,C031,24,2429.81,101.24208333333333,2020-01-08,2024-11-27,1785,101.24208333333333,2,67,7905.18,2020-01-08,2024-11-28,1786
P016971,CU14350,Perro,Boyero de Berna,3,Adulto,C041,28,3350.7799999999997,119.67071428571428,2020-06-13,2024-11-21,1622,119.67071428571428,3,100,12805.67,2020-01-01,2024-12-31,1826
P016972,CU04740,Gato,Maine Coon,8,Adulto,C030,25,2585.03,103.4012,2020-02-29,2024-12-01,1737,103.4012,1,25,2585.03,2020-02-29,2024-12-01,1737
P016973,CU06454,Perro,Pastor Australiano,8,Adulto,C023,20,1880.82,94.041,2020-01-29,2024-05-11,1564,94.041,4,120,17153.2,2020-01-05,2024-12-24,1815
P016974,CU16611,Perro,San Bernardo,8,Adulto,C036,29,4929.6,169.98620689655175,2020-03-30,2024-11-19,1695,169.98620689655175,1,29,4929.6,2020-03-30,2024-11-19,1695
P016975,CU00290,Exótico,Serpiente,7,Adulto,C002,11,2601.88,236.53454545454545,2020-04-11,2024-10-31,1664,236.53454545454545,4,78,12776.64,2020-02-16,2024-11-26,1745
P016976,CU09382,Gato,Maine Coon,6,Adulto,C012,39,3871.6,99.27179487179487,2020-01-16,2024-12-08,1788,99.27179487179487,1,39,3871.6,2020-01-16,2024-12-08,1788
P016977,CU05560,Perro,Boston Terrier,1,Joven,C019,60,9062.3,151.03833333333333,2020-01-02,2024-11-24,1788,151.03833333333333,3,152,23078.77,2020-01-02,2024-11-29,1793
P016978,CU17438,Perro,Basset Hound,9,Senior,C029,32,4168.0,130.25,2020-01-04,2024-12-04,1796,130.25,1,32,4168.0,2020-01-04,2024-12-04,1796
P016979,CU05426,Gato,Bosque de Noruega,7,Adulto,C042,15,2566.9,171.12666666666667,2020-05-02,2024-11-09,1652,171.12666666666667,2,30,4003.61,2020-02-25,2024-11-09,1719
P016980,CU08117,Gato,British Shorthair,3,Adulto,C011,9,755.72,83.9688888888889,2021-04-24,2024-01-07,988,83.9688888888889,3,50,6378.52,2020-01-15,2024-11-24,1775
P016981,CU10153,Perro,Border Collie,4,Adulto,C033,37,5138.36,138.87459459459458,2020-01-25,2024-12-07,1778,138.87459459459458,2,58,8664.96,2020-01-25,2024-12-07,1778
P016982,CU14075,Perro,Caniche,3,Adulto,C024,57,10046.95,176.2622807017544,2020-01-15,2024-12-02,1783,176.2622807017544,1,57,10046.95,2020-01-15,2024-12-02,1783
P016983,CU15532,Perro,Doberman,4,Adulto,C017,28,3012.29,107.58178571428572,2020-04-06,2024-12-20,1719,107.58178571428572,1,28,3012.29,2020-04-06,2024-12-20,1719
P016984,CU13279,Perro,Pastor Alemán,6,Adulto,C049,19,5110.89,268.9942105263158,2020-01-08,2024-12-11,1799,268.9942105263158,2,40,7510.6900000000005,2020-01-08,2024-12-16,1804
P016985,CU15293,Exótico,Hurón,3,Adulto,C024,30,3796.83,126.56099999999999,2020-03-18,2024-10-07,1664,126.56099999999999,2,46,6017.77,2020-03-18,2024-10-07,1664
P016986,CU10878,Perro,Pastor Alemán,9,Senior,C049,31,5018.0,161.8709677419355,2020-07-01,2024-12-14,1627,161.8709677419355,3,82,11547.14,2020-01-18,2024-12-14,1792
P016987,CU01343,Exótico,Serpiente,3,Adulto,C024,22,2506.69,113.94045454545454,2020-04-23,2024-11-28,1680,113.94045454545454,3,61,8731.05,2020-04-23,2024-12-03,1685
P016988,CU05859,Exótico,Loro,10,Senior,C047,11,1402.33,127.48454545454545,2020-04-21,2024-12-03,1687,127.48454545454545,2,34,7100.28,2020-01-02,2024-12-03,1797
P016989,CU04885,Perro,Bulldog Francés,8,Adulto,C007,67,11404.18,170.21164179104477,2020-01-19,2024-12-30,1807,170.21164179104477,3,135,25529.22,2020-01-19,2024-12-31,1808
P016990,CU16769,Gato,Birmano,1,Joven,C026,22,2066.41,93.92772727272727,2020-02-07,2024-12-18,1776,93.92772727272727,2,48,9585.630000000001,2020-01-12,2024-12-25,1809
P016991,CU05324,Gato,Ragdoll,9,Senior,C034,27,3765.1,139.44814814814814,2020-01-30,2024-11-26,1762,139.44814814814814,2,54,7870.76,2020-01-30,2024-11-26,1762
P016992,CU07753,Perro,Maltés,6,Adulto,C017,47,5199.81,110.63425531914895,2020-01-19,2024-12-31,1808,110.63425531914895,4,172,22693.22,2020-01-02,2024-12-31,1825
P016993,CU14855,Perro,Pastor Alemán,2,Joven,C016,30,5103.74,170.12466666666666,2020-02-21,2024-10-27,1710,170.12466666666666,2,89,15148.25,2020-02-18,2024-12-24,1771
P016994,CU09888,Perro,Dachshund,7,Adulto,C050,33,3606.48,109.28727272727272,2020-01-30,2024-10-26,1731,109.28727272727272,1,33,3606.48,2020-01-30,2024-10-26,1731
P016995,CU17879,Gato,Sphynx,9,Senior,C034,31,3107.51,100.24225806451614,2020-02-08,2024-08-25,1660,100.24225806451614,1,31,3107.51,2020-02-08,2024-08-25,1660
P016996,CU15245,Perro,Shih Tzu,5,Adulto,C004,35,6157.96,175.94171428571428,2020-04-06,2024-11-21,1690,175.94171428571428,4,138,18702.36,2020-01-05,2024-12-28,1819
P016997,CU12068,Perro,Chihuahua,8,Adulto,C014,41,7770.01,189.51243902439026,2020-01-24,2024-12-25,1797,189.51243902439026,3,87,15184.89,2020-01-24,2024-12-25,1797
P016998,CU15676,Gato,Gato Doméstico de Pelo Corto,5,Adulto,C031,24,5496.78,229.0325,2020-03-15,2024-11-08,1699,229.0325,4,80,13742.39,2020-01-10,2024-11-27,1783
P016999,CU13281,Exótico,Cacatúa Ninfa,5,Adulto,C023,6,764.42,127.40333333333332,2020-02-10,2024-03-25,1505,127.40333333333332,2,34,5914.3,2020-02-10,2024-11-25,1750
P017000,CU03010,Perro,Dachshund,7,Adulto,C004,28,4946.8,176.67142857142858,2020-02-13,2024-11-17,1739,176.67142857142858,5,109,16340.51,2020-02-13,2024-12-25,1777
P017001,CU11634,Gato,British Shorthair,8,Adulto,C027,25,3684.81,147.3924,2020-01-04,2024-12-17,1809,147.3924,2,46,5181.5,2020-01-04,2024-12-17,1809
P017002,CU01965,Gato,Bengalí,0,Joven,C030,23,4061.1,176.5695652173913,2020-02-07,2024-07-18,1623,176.5695652173913,4,85,14219.119999999999,2020-02-07,2024-10-05,1702
P017003,CU15015,Perro,Caniche,7,Adulto,C002,33,5571.66,168.83818181818182,2020-01-23,2024-12-29,1802,168.83818181818182,2,70,13045.880000000001,2020-01-10,2024-12-29,1815
P017004,CU11517,Perro,Boyero de Berna,4,Adulto,C010,24,4061.7999999999997,169.24166666666665,2020-01-24,2024-11-18,1760,169.24166666666665,3,72,13829.609999999999,2020-01-24,2024-12-26,1798
P017005,CU14540,Perro,Chihuahua,4,Adulto,C030,28,4489.82,160.35071428571428,2020-01-08,2024-07-10,1645,160.35071428571428,2,41,6301.219999999999,2020-01-08,2024-07-14,1649
P017006,CU07566,Gato,Bosque de Noruega,6,Adulto,C006,26,4222.37,162.39884615384614,2020-02-14,2024-07-20,1618,162.39884615384614,2,65,8432.42,2020-02-06,2024-10-18,1716
P017007,CU00072,Gato,Birmano,3,Adulto,C016,14,1403.29,100.235,2021-07-24,2024-12-16,1241,100.235,3,39,4800.36,2020-02-03,2024-12-16,1778
P017008,CU02405,Perro,Caniche,6,Adulto,C008,29,4506.34,155.3910344827586,2020-07-12,2024-12-13,1615,155.3910344827586,2,91,13700.380000000001,2020-01-13,2024-12-15,1798
P017009,CU05881,Perro,Border Collie,8,Adulto,C007,54,8948.83,165.7190740740741,2020-03-06,2024-11-02,1702,165.7190740740741,3,94,14309.849999999999,2020-02-23,2024-12-15,1757
P017010,CU06090,Perro,Border Collie,2,Joven,C042,25,3981.7599999999998,159.2704,2020-01-25,2024-12-01,1772,159.2704,2,62,9701.369999999999,2020-01-18,2024-12-01,1779
P017011,CU09079,Exótico,Loro,6,Adulto,C037,5,1289.65,257.93,2020-11-04,2024-11-19,1476,257.93,4,100,16736.22,2020-01-05,2024-11-19,1780
P017012,CU00916,Gato,Persa,8,Adulto,C019,29,3640.37,125.53,2020-01-10,2024-11-10,1766,125.53,2,58,7314.12,2020-01-10,2024-12-03,1789
P017013,CU14808,Gato,Bengalí,0,Joven,C037,20,2517.81,125.8905,2020-02-22,2024-05-29,1558,125.8905,2,57,8966.31,2020-01-01,2024-10-21,1755
P017014,CU00240,Perro,Rottweiler,6,Adulto,C020,24,3078.65,128.27708333333334,2020-07-22,2024-11-28,1590,128.27708333333334,2,41,5437.620000000001,2020-04-04,2024-11-28,1699
P017015,CU13347,Perro,Chihuahua,11,Senior,C040,49,5974.27,121.92387755102041,2020-03-21,2024-12-28,1743,121.92387755102041,3,99,13281.35,2020-01-09,2024-12-28,1815
P017016,CU11533,Perro,Cocker Spaniel,2,Joven,C045,47,7170.17,152.5568085106383,2020-01-12,2024-12-06,1790,152.5568085106383,1,47,7170.17,2020-01-12,2024-12-06,1790
P017017,CU06222,Perro,Bóxer,10,Senior,C003,58,9402.72,162.1158620689655,2020-01-08,2024-12-06,1794,162.1158620689655,2,84,13806.079999999998,2020-01-08,2024-12-06,1794
P017018,CU10598,Gato,Devon Rex,4,Adulto,C022,17,1434.04,84.35529411764706,2020-05-11,2024-06-03,1484,84.35529411764706,2,27,2229.13,2020-05-11,2024-06-21,1502
P017019,CU17283,Perro,Chihuahua,6,Adulto,C034,27,4391.89,162.6625925925926,2020-03-12,2024-12-06,1730,162.6625925925926,3,59,7658.46,2020-03-12,2024-12-21,1745
P017020,CU11410,Gato,Maine Coon,5,Adulto,C002,12,2105.6800000000003,175.47333333333336,2021-09-15,2024-09-05,1086,175.47333333333336,1,12,2105.6800000000003,2021-09-15,2024-09-05,1086
P017021,CU15006,Perro,Akita,0,Joven,C037,26,3382.37,130.09115384615384,2020-01-05,2024-08-29,1698,130.09115384615384,2,75,9343.54,2020-01-04,2024-11-29,1791
P017022,CU05127,Perro,Boyero de Berna,5,Adulto,C019,43,7998.38,186.00883720930233,2020-05-20,2024-07-12,1514,186.00883720930233,2,65,11770.369999999999,2020-04-22,2024-12-08,1691
P017023,CU12369,Perro,Border Collie,7,Adulto,C007,46,8224.47,178.7928260869565,2020-01-24,2024-12-14,1786,178.7928260869565,2,79,12336.9,2020-01-24,2024-12-14,1786
P017024,CU11163,Perro,Golden Retriever,5,Adulto,C016,26,2743.15,105.50576923076923,2020-01-15,2024-12-05,1786,105.50576923076923,2,33,4410.25,2020-01-15,2024-12-05,1786
P017025,CU03501,Perro,Labrador Retriever,0,Joven,C050,42,7764.41,184.86690476190475,2020-01-09,2024-11-09,1766,184.86690476190475,1,42,7764.41,2020-01-09,2024-11-09,1766
P017026,CU15493,Perro,Bóxer,2,Joven,C011,24,4600.49,191.68708333333333,2020-01-19,2024-12-26,1803,191.68708333333333,1,24,4600.49,2020-01-19,2024-12-26,1803
P017027,CU14098,Perro,Shih Tzu,2,Joven,C039,52,8279.97,159.2301923076923,2020-02-25,2024-12-16,1756,159.2301923076923,1,52,8279.97,2020-02-25,2024-12-16,1756
P017028,CU09071,Gato,British Shorthair,7,Adulto,C005,46,3959.37,86.07326086956522,2020-03-22,2024-12-04,1718,86.07326086956522,1,46,3959.37,2020-03-22,2024-12-04,1718
P017029,CU03331,Gato,Bosque de Noruega,4,Adulto,C005,44,6433.25,146.21022727272728,2020-01-21,2024-12-01,1776,146.21022727272728,2,61,8400.87,2020-01-21,2024-12-01,1776
P017030,CU16357,Gato,British Shorthair,4,Adulto,C017,27,4388.68,162.54370370370373,2020-02-28,2024-08-25,1640,162.54370370370373,2,49,6724.76,2020-01-31,2024-12-16,1781
P017031,CU08819,Perro,Cocker Spaniel,2,Joven,C033,57,9321.17,163.52929824561403,2020-01-21,2024-12-15,1790,163.52929824561403,3,94,17023.97,2020-01-04,2024-12-19,1811
P017032,CU04512,Perro,Bóxer,7,Adulto,C041,31,5814.2,187.55483870967743,2020-02-04,2024-11-28,1759,187.55483870967743,6,156,22391.75,2020-01-01,2024-12-12,1807
P017033,CU14931,Perro,San Bernardo,6,Adulto,C037,32,4428.1,138.378125,2020-03-19,2024-12-17,1734,138.378125,4,119,14971.11,2020-01-16,2024-12-20,1800
P017034,CU11397,Perro,Pomerania,2,Joven,C020,15,1852.72,123.51466666666667,2020-02-27,2024-11-15,1723,123.51466666666667,1,15,1852.72,2020-02-27,2024-11-15,1723
P017035,CU02280,Perro,Border Collie,3,Adulto,C010,33,4939.22,149.67333333333335,2020-03-24,2024-11-17,1699,149.67333333333335,1,33,4939.22,2020-03-24,2024-11-17,1699
P017036,CU03230,Perro,Gran Danés,3,Adulto,C008,30,4113.71,137.12366666666668,2020-01-05,2024-11-10,1771,137.12366666666668,1,30,4113.71,2020-01-05,2024-11-10,1771
P017037,CU14367,Perro,Akita,6,Adulto,C017,34,3243.09,95.385,2020-04-12,2024-12-08,1701,95.385,2,44,4163.7300000000005,2020-04-12,2024-12-08,1701
P017038,CU16720,Gato,Birmano,7,Adulto,C048,8,1119.87,139.98375,2022-04-18,2024-07-09,813,139.98375,5,189,27694.86,2020-01-10,2024-12-30,1816
P017039,CU06769,Perro,Pomerania,5,Adulto,C047,29,3769.12,129.96965517241378,2020-03-15,2024-11-01,1692,129.96965517241378,2,52,5680.03,2020-02-01,2024-11-01,1735
P017040,CU11777,Perro,Bóxer,2,Joven,C031,44,6877.49,156.30659090909091,2020-01-24,2024-12-28,1800,156.30659090909091,2,82,16412.260000000002,2020-01-24,2024-12-28,1800
P017041,CU10264,Perro,Husky Siberiano,6,Adulto,C029,24,3852.12,160.505,2020-01-11,2024-12-24,1809,160.505,4,94,14083.0,2020-01-11,2024-12-24,1809
P017042,CU09417,Perro,Husky Siberiano,0,Joven,C002,31,4251.29,137.13838709677418,2020-03-20,2024-07-28,1591,137.13838709677418,3,116,17492.4,2020-01-26,2024-12-25,1795
P017043,CU03351,Gato,Scottish Fold,0,Joven,C036,18,1516.73,84.26277777777779,2020-05-22,2024-09-21,1583,84.26277777777779,1,18,1516.73,2020-05-22,2024-09-21,1583
P017044,CU05695,Gato,British Shorthair,4,Adulto,C025,14,1358.53,97.03785714285713,2020-07-01,2024-12-14,1627,97.03785714285713,3,66,6782.03,2020-01-12,2024-12-14,1798
P017045,CU12726,Perro,Labrador Retriever,0,Joven,C046,64,15267.1,238.5484375,2020-01-03,2024-12-29,1822,238.5484375,2,104,21751.14,2020-01-03,2024-12-29,1822
P017046,CU01121,Perro,Maltés,4,Adulto,C032,23,3699.16,160.83304347826086,2020-03-14,2024-08-29,1629,160.83304347826086,1,23,3699.16,2020-03-14,2024-08-29,1629
